"","type","amount","oldbalanceOrg","newbalanceOrig","oldbalanceDest","newbalanceDest","isFraud","type_CASH_IN","type_CASH_OUT","type_DEBIT","type_PAYMENT","type_TRANSFER"
"2258","PAYMENT",20329.13,0,0,0,0,0,0,0,0,1,0
"2259","CASH_IN",127841.47,3589278.32,3717119.79,3810173.1,3682331.64,0,1,0,0,0,0
"2260","PAYMENT",4340.96,103122.96,98782,0,0,0,0,0,0,1,0
"2261","CASH_OUT",37187.88,0,0,61392.2,98580.09,0,0,1,0,0,0
"2262","CASH_OUT",184210.26,319025,134814.74,40640,0,0,0,1,0,0,0
"2263","CASH_OUT",253010.52,226084.13,0,447607.09,700617.61,0,0,1,0,0,0
"2264","CASH_OUT",720217.04,40856,0,50975,519290.81,0,0,1,0,0,0
"2265","CASH_OUT",98601.84,79610.01,0,1324654.35,1423256.19,0,0,1,0,0,0
"2266","CASH_OUT",182906.76,50140,0,0,182906.76,0,0,1,0,0,0
"2267","CASH_OUT",320544.86,527422,206877.14,2507933.63,2828478.49,0,0,1,0,0,0
"2268","TRANSFER",1319848.52,1784,0,137627,1457475.51,0,0,0,0,0,1
"2269","CASH_OUT",223346.67,15838,0,3572.07,226918.74,0,0,1,0,0,0
"2270","PAYMENT",4441.86,304422,299980.14,0,0,0,0,0,0,1,0
"2271","CASH_OUT",239259.5,0,0,1505828.32,1745087.82,0,0,1,0,0,0
"2272","CASH_IN",297145.98,5735819.89,6032965.87,360076.79,62930.81,0,1,0,0,0,0
"2273","PAYMENT",13605.37,0,0,0,0,0,0,0,0,1,0
"2274","CASH_OUT",14923.89,0,0,2089720.25,2104644.14,0,0,1,0,0,0
"2275","TRANSFER",41465.48,0,0,674835.97,716301.45,0,0,0,0,0,1
"2276","PAYMENT",2887.03,211241,208353.97,0,0,0,0,0,0,1,0
"2277","PAYMENT",2015.09,0,0,0,0,0,0,0,0,1,0
"2278","PAYMENT",1182.92,0,0,0,0,0,0,0,0,1,0
"2279","CASH_IN",344027.62,7916142.45,8260170.08,573926.17,229898.55,0,1,0,0,0,0
"2280","PAYMENT",23501.85,0,0,0,0,0,0,0,0,1,0
"2281","CASH_OUT",28481,51952,23471,722521.94,751002.93,0,0,1,0,0,0
"2282","CASH_OUT",456459.13,1050,0,0,456459.13,0,0,1,0,0,0
"2283","CASH_IN",88772.27,158192,246964.27,3730148.82,3641376.55,0,1,0,0,0,0
"2284","PAYMENT",6322.6,0,0,0,0,0,0,0,0,1,0
"2285","CASH_OUT",36131.8,0,0,155376.76,191508.56,0,0,1,0,0,0
"2286","CASH_IN",98394.47,10035592.38,10133986.85,194291.32,106053.67,0,1,0,0,0,0
"2287","CASH_IN",178672.08,6878643.82,7057315.89,1593020.91,1414348.84,0,1,0,0,0,0
"2288","TRANSFER",238069.45,21031,0,4166343.94,4173293.65,0,0,0,0,0,1
"2289","TRANSFER",952998.92,35878.6,0,8907846.37,9860845.29,0,0,0,0,0,1
"2290","CASH_IN",143131.27,11868239.73,12011371.01,2003250.62,1860119.35,0,1,0,0,0,0
"2291","PAYMENT",5104.95,0,0,0,0,0,0,0,0,1,0
"2292","PAYMENT",4180.46,0,0,0,0,0,0,0,0,1,0
"2293","CASH_OUT",140318.62,0,0,170457.55,310776.18,0,0,1,0,0,0
"2294","TRANSFER",264117.28,0,0,430206.89,694324.16,0,0,0,0,0,1
"2295","CASH_OUT",175355.69,7558,0,209852.3,385207.99,0,0,1,0,0,0
"2296","CASH_IN",57005.73,2213112.29,2270118.02,470057.37,413051.64,0,1,0,0,0,0
"2297","CASH_IN",220716.78,11467,232183.78,51457.26,0,0,1,0,0,0,0
"2298","TRANSFER",430734.89,687,0,484521.07,915255.96,0,0,0,0,0,1
"2299","PAYMENT",8613.34,100383,91769.66,0,0,0,0,0,0,1,0
"2300","TRANSFER",21115.31,10501,0,481811.54,502926.85,0,0,0,0,0,1
"2301","CASH_IN",145875.06,2468210.25,2614085.31,856793.08,710918.02,0,1,0,0,0,0
"2302","PAYMENT",16930.97,0,0,0,0,0,0,0,0,1,0
"2303","PAYMENT",8898.53,10995,2096.47,0,0,0,0,0,0,1,0
"2304","PAYMENT",14975.1,137435,122459.9,0,0,0,0,0,0,1,0
"2305","CASH_IN",450733.75,33190,483923.75,3446304.02,2995570.28,0,1,0,0,0,0
"2306","CASH_OUT",194778.16,36211,0,0,194778.16,0,0,1,0,0,0
"2307","CASH_OUT",43363.17,0,0,2844046.27,2887409.44,0,0,1,0,0,0
"2308","CASH_OUT",459792.89,0,0,1481156.89,1940949.78,0,0,1,0,0,0
"2309","CASH_OUT",244635.57,0,0,1346429.72,1591065.28,0,0,1,0,0,0
"2310","PAYMENT",1225.8,3301,2075.2,0,0,0,0,0,0,1,0
"2311","CASH_OUT",33124.22,635710.73,602586.51,918332.97,951457.19,0,0,1,0,0,0
"2312","CASH_OUT",97363.26,633,0,10397623.32,10494986.58,0,0,1,0,0,0
"2313","PAYMENT",4044.95,0,0,0,0,0,0,0,0,1,0
"2314","CASH_IN",114968.28,18702721.05,18817689.33,426233.93,311265.65,0,1,0,0,0,0
"2315","CASH_OUT",433154.21,19991,0,83088.07,516242.28,0,0,1,0,0,0
"2316","PAYMENT",8312.37,285,0,0,0,0,0,0,0,1,0
"2317","TRANSFER",529387.86,0,0,2064160.64,2593548.5,0,0,0,0,0,1
"2318","PAYMENT",16106.75,0,0,0,0,0,0,0,0,1,0
"2319","CASH_OUT",1252.39,0,0,863887.09,865139.48,0,0,1,0,0,0
"2320","TRANSFER",947535.16,0,0,2254335.26,3201870.43,0,0,0,0,0,1
"2321","PAYMENT",54636.68,0,0,0,0,0,0,0,0,1,0
"2322","PAYMENT",1284.27,37889.1,36604.82,0,0,0,0,0,0,1,0
"2323","CASH_IN",359259.59,18986,378245.59,0,0,0,1,0,0,0,0
"2324","CASH_IN",82000.61,29236,111236.61,0,0,0,1,0,0,0,0
"2325","PAYMENT",18095.09,0,0,0,0,0,0,0,0,1,0
"2326","CASH_OUT",112575.46,0,0,895415.34,1007990.8,0,0,1,0,0,0
"2327","CASH_IN",274811.15,14690,289501.15,486344.74,211533.59,0,1,0,0,0,0
"2328","PAYMENT",9344.87,0,0,0,0,0,0,0,0,1,0
"2329","PAYMENT",1406.62,15403,13996.38,0,0,0,0,0,0,1,0
"2330","PAYMENT",21177.7,44863.49,23685.79,0,0,0,0,0,0,1,0
"2331","PAYMENT",4569.37,0,0,0,0,0,0,0,0,1,0
"2332","PAYMENT",8112.97,95946.11,87833.13,0,0,0,0,0,0,1,0
"2333","TRANSFER",1018520.07,39813,0,0,1018520.07,0,0,0,0,0,1
"2334","CASH_IN",60122.61,12473,72595.61,294557.49,234434.88,0,1,0,0,0,0
"2335","CASH_IN",6933.04,520483.18,527416.21,47282,539497.46,0,1,0,0,0,0
"2336","TRANSFER",403835.62,0,0,720664.31,1124499.93,0,0,0,0,0,1
"2337","CASH_IN",185349.03,58707.26,244056.29,229187.05,71230.65,0,1,0,0,0,0
"2338","PAYMENT",28412.03,306617,278204.97,0,0,0,0,0,0,1,0
"2339","CASH_OUT",151101.39,198115.91,47014.51,248898.48,458310.19,0,0,1,0,0,0
"2340","CASH_OUT",131813.87,0,0,258228.35,0,0,0,1,0,0,0
"2341","CASH_OUT",515809.84,0,0,3097986.11,3613795.95,0,0,1,0,0,0
"2342","PAYMENT",17336.25,224,0,0,0,0,0,0,0,1,0
"2343","CASH_IN",109594.01,2117054.15,2226648.16,943639.69,834045.68,0,1,0,0,0,0
"2344","TRANSFER",586820.18,0,0,594530.12,1181350.3,0,0,0,0,0,1
"2345","TRANSFER",204233.8,0,0,440762.25,644996.05,0,0,0,0,0,1
"2346","CASH_OUT",296474.44,0,0,469994.89,1319888.97,0,0,1,0,0,0
"2347","CASH_IN",92492.21,7030335.47,7122827.68,209661.55,117169.34,0,1,0,0,0,0
"2348","DEBIT",357.42,69449,69091.58,593459.3,593816.72,0,0,0,1,0,0
"2349","TRANSFER",964062.95,0,0,5205011.8,6169074.75,0,0,0,0,0,1
"2350","CASH_IN",164674.16,1101924.96,1266599.12,1569340.4,1404666.24,0,1,0,0,0,0
"2351","CASH_OUT",77326.93,19566,0,877744.94,409574.05,0,0,1,0,0,0
"2352","CASH_IN",244726.82,1914317.56,2159044.38,727031.09,482304.27,0,1,0,0,0,0
"2353","CASH_OUT",230502.6,10020,0,3214831.34,3445333.94,0,0,1,0,0,0
"2354","PAYMENT",39805.03,83591.91,43786.88,0,0,0,0,0,0,1,0
"2355","CASH_IN",87105.83,555035.99,642141.81,340459.09,253353.27,0,1,0,0,0,0
"2356","CASH_OUT",70658.36,19438,0,774159.67,844818.03,0,0,1,0,0,0
"2357","PAYMENT",2889.3,1309,0,0,0,0,0,0,0,1,0
"2358","CASH_IN",26743.29,122279,149022.29,0,0,0,1,0,0,0,0
"2359","CASH_IN",220001.95,29725,249726.95,19552,0,0,1,0,0,0,0
"2360","TRANSFER",1140914.71,16035,0,400146.01,1872201.51,0,0,0,0,0,1
"2361","CASH_OUT",11995.84,1197,0,32101887.78,32113883.62,0,0,1,0,0,0
"2362","PAYMENT",11980.77,0,0,0,0,0,0,0,0,1,0
"2363","CASH_IN",118489.28,1867780.19,1986269.47,4505008.63,4386519.36,0,1,0,0,0,0
"2364","CASH_OUT",86132.1,0,0,482679.6,881021.53,0,0,1,0,0,0
"2365","PAYMENT",29712.63,451139.41,421426.79,0,0,0,0,0,0,1,0
"2366","CASH_OUT",143175.85,1054,0,2997297.88,3140473.73,0,0,1,0,0,0
"2367","PAYMENT",25630.2,0,0,0,0,0,0,0,0,1,0
"2368","CASH_OUT",214353.25,0,0,591381.59,805734.84,0,0,1,0,0,0
"2369","PAYMENT",14026.72,109678,95651.28,0,0,0,0,0,0,1,0
"2370","PAYMENT",10220.73,137646,127425.27,0,0,0,0,0,0,1,0
"2371","CASH_OUT",35338.51,29772,0,41075.92,76414.43,0,0,1,0,0,0
"2372","PAYMENT",5620.39,0,0,0,0,0,0,0,0,1,0
"2373","PAYMENT",16773.18,0,0,0,0,0,0,0,0,1,0
"2374","TRANSFER",1220350.99,0,0,4766520.24,5986871.23,0,0,0,0,0,1
"2375","CASH_OUT",11616.86,0,0,758435.63,770052.49,0,0,1,0,0,0
"2376","PAYMENT",4701.48,0,0,0,0,0,0,0,0,1,0
"2377","CASH_OUT",113422.77,1558,0,2500704.93,2614127.7,0,0,1,0,0,0
"2378","PAYMENT",30386.36,39818,9431.64,0,0,0,0,0,0,1,0
"2379","CASH_IN",217313.29,2981870.48,3199183.77,2586304.68,2368991.39,0,1,0,0,0,0
"2380","TRANSFER",532968.19,55621,0,886721.68,1419689.87,0,0,0,0,0,1
"2381","CASH_OUT",211891.73,2457,0,0,211891.73,0,0,1,0,0,0
"2382","PAYMENT",15161.74,52402.8,37241.06,0,0,0,0,0,0,1,0
"2383","CASH_OUT",430935.21,329418,0,92350.62,523285.83,0,0,1,0,0,0
"2384","PAYMENT",14161.8,21362,7200.2,0,0,0,0,0,0,1,0
"2385","CASH_IN",78362.3,7371280.32,7449642.62,8183046.97,8104684.66,0,1,0,0,0,0
"2386","PAYMENT",18201.19,0,0,0,0,0,0,0,0,1,0
"2387","CASH_IN",515981.57,148,516129.57,1142623.77,626642.2,0,1,0,0,0,0
"2388","TRANSFER",82002.13,7167,0,0,82002.13,0,0,0,0,0,1
"2389","PAYMENT",205.73,0,0,0,0,0,0,0,0,1,0
"2390","CASH_IN",398795.84,483,399278.84,935092.54,536296.7,0,1,0,0,0,0
"2391","PAYMENT",13320.3,379685.89,366365.59,0,0,0,0,0,0,1,0
"2392","TRANSFER",259650.6,35349,0,45746.87,305397.47,0,0,0,0,0,1
"2393","PAYMENT",78.82,307348.09,307269.27,0,0,0,0,0,0,1,0
"2394","CASH_OUT",161476.56,0,0,258644.32,420120.88,0,0,1,0,0,0
"2395","CASH_OUT",230232.76,0,0,416394.68,646627.44,0,0,1,0,0,0
"2396","PAYMENT",7962.09,63480,55517.91,0,0,0,0,0,0,1,0
"2397","CASH_OUT",76289.21,0,0,1996529.9,2072819.11,0,0,1,0,0,0
"2398","CASH_OUT",143133.07,12845.89,0,2090129.21,2233262.28,0,0,1,0,0,0
"2399","TRANSFER",438685.81,79524,0,2649325.09,3088010.9,0,0,0,0,0,1
"2400","PAYMENT",3608.07,3248,0,0,0,0,0,0,0,1,0
"2401","CASH_OUT",6846.88,0,0,92231.53,99078.41,0,0,1,0,0,0
"2402","CASH_OUT",137595.33,0,0,276428.08,207646.16,0,0,1,0,0,0
"2403","CASH_OUT",114332.2,96737,0,981507.81,1095840.02,0,0,1,0,0,0
"2404","PAYMENT",1267.89,846225,844957.11,0,0,0,0,0,0,1,0
"2405","PAYMENT",15876.13,6419,0,0,0,0,0,0,0,1,0
"2406","CASH_OUT",287989.12,0,0,5482388.9,5770378.02,0,0,1,0,0,0
"2407","PAYMENT",21490.01,0,0,0,0,0,0,0,0,1,0
"2408","CASH_OUT",208870.38,27062,0,1301761.37,1510631.75,0,0,1,0,0,0
"2409","PAYMENT",8145.76,0,0,0,0,0,0,0,0,1,0
"2410","CASH_OUT",243290.1,787089,543798.9,494440.57,737730.67,0,0,1,0,0,0
"2411","CASH_OUT",186042.54,10360,0,7571237.85,7757280.39,0,0,1,0,0,0
"2412","CASH_IN",53830.99,2976938.87,3030769.86,90905.19,37074.2,0,1,0,0,0,0
"2413","CASH_OUT",273339.37,0,0,841155.56,1114494.93,0,0,1,0,0,0
"2414","CASH_IN",8072.47,4290714.64,4298787.11,315675.36,307602.89,0,1,0,0,0,0
"2415","CASH_IN",4921.94,11115945.94,11120867.89,2116001.3,2111079.36,0,1,0,0,0,0
"2416","PAYMENT",16762.81,333566.34,316803.53,0,0,0,0,0,0,1,0
"2417","CASH_OUT",96482.38,137876,41393.62,3660086.06,3756568.44,0,0,1,0,0,0
"2418","CASH_IN",621502.34,1165107.86,1786610.21,3838629.55,3217127.21,0,1,0,0,0,0
"2419","CASH_IN",266640.09,627088.53,893728.61,779515.59,512875.5,0,1,0,0,0,0
"2420","PAYMENT",7731.57,0,0,0,0,0,0,0,0,1,0
"2421","CASH_IN",4092.45,2981239.9,2985332.35,3721623.15,3717530.71,0,1,0,0,0,0
"2422","CASH_IN",8886.09,6218306.19,6227192.29,190738.19,181852.1,0,1,0,0,0,0
"2423","CASH_OUT",93207.41,46577.86,0,406189.82,499397.23,0,0,1,0,0,0
"2424","CASH_OUT",319493.39,0,0,336603.23,656096.62,0,0,1,0,0,0
"2425","CASH_IN",124699.54,16786032.58,16910732.12,1052939.11,660557.13,0,1,0,0,0,0
"2426","CASH_IN",156335.41,15710032.29,15866367.7,277408.76,121073.35,0,1,0,0,0,0
"2427","CASH_OUT",207697.9,0,0,433995.37,641693.27,0,0,1,0,0,0
"2428","PAYMENT",2899.04,13678,10778.96,0,0,0,0,0,0,1,0
"2429","TRANSFER",94532.03,0,0,1140327.74,1234859.76,0,0,0,0,0,1
"2430","CASH_IN",2415.12,6598420.24,6600835.37,1015075.66,1012660.54,0,1,0,0,0,0
"2431","PAYMENT",343.91,21804,21460.09,0,0,0,0,0,0,1,0
"2432","CASH_IN",110815.48,9686932.77,9797748.26,392818.51,282003.03,0,1,0,0,0,0
"2433","PAYMENT",1323.41,0,0,0,0,0,0,0,0,1,0
"2434","PAYMENT",15487.07,0,0,0,0,0,0,0,0,1,0
"2435","PAYMENT",736.66,0,0,0,0,0,0,0,0,1,0
"2436","CASH_OUT",240300.79,70591,0,2654045.84,2894346.63,0,0,1,0,0,0
"2437","PAYMENT",1807.44,0,0,0,0,0,0,0,0,1,0
"2438","CASH_OUT",46418.08,8621,0,0,46418.08,0,0,1,0,0,0
"2439","PAYMENT",948.08,0,0,0,0,0,0,0,0,1,0
"2440","CASH_IN",16430.07,0,16430.07,362306.83,411467.67,0,1,0,0,0,0
"2441","CASH_OUT",237028.63,113833,0,2302220.04,2539248.67,0,0,1,0,0,0
"2442","CASH_IN",211127.54,39724,250851.54,0,0,0,1,0,0,0,0
"2443","CASH_OUT",187791.24,0,0,280810.2,468601.44,0,0,1,0,0,0
"2444","PAYMENT",2096,0,0,0,0,0,0,0,0,1,0
"2445","PAYMENT",9489.92,0,0,0,0,0,0,0,0,1,0
"2446","CASH_IN",218803.95,2141102.98,2359906.93,2281961.25,2063157.3,0,1,0,0,0,0
"2447","CASH_IN",238680.06,4301767.57,4540447.63,876746.29,638066.22,0,1,0,0,0,0
"2448","CASH_OUT",169410.83,0,0,629325.26,798736.09,0,0,1,0,0,0
"2449","PAYMENT",2766.95,100712,97945.05,0,0,0,0,0,0,1,0
"2450","CASH_OUT",43246.43,123921,80674.57,0,43246.43,0,0,1,0,0,0
"2451","CASH_OUT",129881.9,281367,151485.1,3328132.95,3089895.98,0,0,1,0,0,0
"2452","CASH_OUT",341538.34,1230,0,0,341538.34,0,0,1,0,0,0
"2453","PAYMENT",10752.12,512,0,0,0,0,0,0,0,1,0
"2454","PAYMENT",46365.73,0,0,0,0,0,0,0,0,1,0
"2455","CASH_OUT",77388.17,32864,0,5546259.39,5623647.56,0,0,1,0,0,0
"2456","CASH_IN",337408.17,103160,440568.17,2598739.82,4456652.4,0,1,0,0,0,0
"2457","TRANSFER",23228.88,0,0,196214.08,219442.96,0,0,0,0,0,1
"2458","PAYMENT",30740.7,64698,33957.3,0,0,0,0,0,0,1,0
"2459","CASH_OUT",206062.87,880912,674849.13,596674.55,1103702.25,0,0,1,0,0,0
"2460","CASH_OUT",99221.16,10180,0,16539.11,115760.27,0,0,1,0,0,0
"2461","CASH_IN",127503.84,1427904.06,1555407.9,423184.74,295680.9,0,1,0,0,0,0
"2462","CASH_OUT",109932.02,0,0,3712897.15,3822829.17,0,0,1,0,0,0
"2463","CASH_IN",111402.16,64759,176161.16,0,0,0,1,0,0,0,0
"2464","PAYMENT",50.97,52028.31,51977.34,0,0,0,0,0,0,1,0
"2465","CASH_OUT",102256.46,15012,0,89877.17,192133.63,0,0,1,0,0,0
"2466","CASH_IN",364402.6,20416,384818.6,0,0,0,1,0,0,0,0
"2467","PAYMENT",3087.53,69790.46,66702.93,0,0,0,0,0,0,1,0
"2468","PAYMENT",22761.37,0,0,0,0,0,0,0,0,1,0
"2469","PAYMENT",20331.91,0,0,0,0,0,0,0,0,1,0
"2470","PAYMENT",12190.7,11112,0,0,0,0,0,0,0,1,0
"2471","CASH_IN",386245.87,3414251.63,3800497.5,1867090.55,1480844.68,0,1,0,0,0,0
"2472","PAYMENT",5126.1,362995.95,357869.85,0,0,0,0,0,0,1,0
"2473","PAYMENT",3295.36,0,0,0,0,0,0,0,0,1,0
"2474","TRANSFER",236787.82,0,0,504819.79,741607.61,0,0,0,0,0,1
"2475","PAYMENT",8125.25,0,0,0,0,0,0,0,0,1,0
"2476","CASH_OUT",126187.95,0,0,2307248.44,2433436.39,0,0,1,0,0,0
"2477","CASH_OUT",73636.68,9556,0,0,73636.68,0,0,1,0,0,0
"2478","CASH_IN",58234.97,796218.39,854453.35,3408482.42,3454551.13,0,1,0,0,0,0
"2479","PAYMENT",1504.14,37365,35860.86,0,0,0,0,0,0,1,0
"2480","PAYMENT",9910.3,72308,62397.7,0,0,0,0,0,0,1,0
"2481","CASH_OUT",58062.07,0,0,3935128.69,3993190.76,0,0,1,0,0,0
"2482","PAYMENT",24184.41,0,0,0,0,0,0,0,0,1,0
"2483","CASH_OUT",114678.52,0,0,1835759.17,1950437.7,0,0,1,0,0,0
"2484","CASH_OUT",151196.44,0,0,551664.43,702860.87,0,0,1,0,0,0
"2485","CASH_OUT",295559.29,41675,0,359285.49,654844.79,0,0,1,0,0,0
"2486","PAYMENT",2042.64,0,0,0,0,0,0,0,0,1,0
"2487","CASH_IN",66079.54,3785159.43,3851238.97,341558.91,275479.37,0,1,0,0,0,0
"2488","CASH_IN",110220.24,2265,112485.24,1158999.19,1048778.95,0,1,0,0,0,0
"2489","CASH_IN",49743.92,950612.08,1000356.01,4411075.14,4361331.22,0,1,0,0,0,0
"2490","CASH_IN",3575.15,4845416.8,4848991.95,602589.37,599014.22,0,1,0,0,0,0
"2491","PAYMENT",12604.94,102521,89916.06,0,0,0,0,0,0,1,0
"2492","CASH_OUT",2640.08,20113,17472.92,167536.34,170176.42,0,0,1,0,0,0
"2493","CASH_OUT",2643.47,10411,7767.53,121141.52,123784.99,0,0,1,0,0,0
"2494","PAYMENT",5423.47,7856.7,2433.22,0,0,0,0,0,0,1,0
"2495","CASH_OUT",676.4,143249.74,142573.33,2235028.77,2235705.17,0,0,1,0,0,0
"2496","CASH_OUT",333774.31,101707,0,182652.3,516426.62,0,0,1,0,0,0
"2497","CASH_OUT",105053.25,0,0,146817.28,251870.53,0,0,1,0,0,0
"2498","CASH_OUT",271940.51,22305,0,0,271940.51,0,0,1,0,0,0
"2499","PAYMENT",32404.26,17547,0,0,0,0,0,0,0,1,0
"2500","CASH_OUT",374372.31,256278,0,0,374372.31,0,0,1,0,0,0
"2501","CASH_OUT",80198.58,9961,0,377951.12,458149.71,0,0,1,0,0,0
"2502","PAYMENT",40020.46,28940,0,0,0,0,0,0,0,1,0
"2503","CASH_OUT",210170.85,120269,0,350149.54,560320.39,0,0,1,0,0,0
"2504","CASH_IN",216334.08,48201.58,264535.66,2462376.96,2246042.89,0,1,0,0,0,0
"2505","CASH_OUT",36648.19,0,0,537994.41,574642.6,0,0,1,0,0,0
"2506","PAYMENT",18062.74,0,0,0,0,0,0,0,0,1,0
"2507","CASH_IN",7070.19,6072012.54,6079082.72,1422161.79,1415091.6,0,1,0,0,0,0
"2508","PAYMENT",2974.54,49763,46788.46,0,0,0,0,0,0,1,0
"2509","TRANSFER",185954.24,0,0,1158808.35,1344762.59,0,0,0,0,0,1
"2510","PAYMENT",6866.82,212429.26,205562.44,0,0,0,0,0,0,1,0
"2511","CASH_OUT",5123.32,0,0,5284803.69,5289927.01,0,0,1,0,0,0
"2512","TRANSFER",43911.08,0,0,46467.16,90378.24,0,0,0,0,0,1
"2513","CASH_OUT",75937.5,0,0,250983.36,326920.86,0,0,1,0,0,0
"2514","CASH_OUT",1797.03,3092.74,1295.71,1842725.36,1844522.39,0,0,1,0,0,0
"2515","TRANSFER",440593.53,83833,0,622908.97,1063502.5,0,0,0,0,0,1
"2516","TRANSFER",108949.57,12505,0,0,108949.57,0,0,0,0,0,1
"2517","CASH_OUT",550638.67,0,0,1128118.49,2088145.36,0,0,1,0,0,0
"2518","CASH_OUT",147830.54,0,0,5464092.48,5611923.01,0,0,1,0,0,0
"2519","PAYMENT",19164.62,13150,0,0,0,0,0,0,0,1,0
"2520","PAYMENT",27394.49,184718.01,157323.52,0,0,0,0,0,0,1,0
"2521","CASH_OUT",177997.66,0,0,1018321.7,1196319.36,0,0,1,0,0,0
"2522","PAYMENT",10165.84,0,0,0,0,0,0,0,0,1,0
"2523","PAYMENT",7744.33,250,0,0,0,0,0,0,0,1,0
"2524","CASH_OUT",65670.88,0,0,4081943.34,4147614.22,0,0,1,0,0,0
"2525","PAYMENT",11745.15,11117,0,0,0,0,0,0,0,1,0
"2526","PAYMENT",27339.17,0,0,0,0,0,0,0,0,1,0
"2527","CASH_OUT",234794.3,0,0,615276.89,850071.19,0,0,1,0,0,0
"2528","CASH_OUT",118800.25,21360,0,0,118800.25,0,0,1,0,0,0
"2529","CASH_IN",318392.73,8106372.9,8424765.64,2089325.33,1770932.6,0,1,0,0,0,0
"2530","PAYMENT",5478.21,37404.32,31926.12,0,0,0,0,0,0,1,0
"2531","CASH_OUT",45294.3,0,0,357540.07,402834.37,0,0,1,0,0,0
"2532","CASH_IN",360539.13,100540,461079.13,906488.38,545949.25,0,1,0,0,0,0
"2533","CASH_OUT",149725.86,52524,0,3082669.78,4473593.93,0,0,1,0,0,0
"2534","CASH_OUT",242113.88,0,0,1012396.25,1254510.13,0,0,1,0,0,0
"2535","PAYMENT",5078.82,327076.93,321998.11,0,0,0,0,0,0,1,0
"2536","CASH_OUT",615217.3,693,0,0,615217.3,0,0,1,0,0,0
"2537","PAYMENT",1053.69,0,0,0,0,0,0,0,0,1,0
"2538","CASH_OUT",238136.85,0,0,76765918.43,77004055.28,0,0,1,0,0,0
"2539","CASH_OUT",60042.97,5048,0,0,60042.97,0,0,1,0,0,0
"2540","CASH_IN",98174.64,0,98174.64,30251,0,0,1,0,0,0,0
"2541","PAYMENT",2894.81,0,0,0,0,0,0,0,0,1,0
"2542","CASH_OUT",603747.88,8286,0,197249.99,800997.87,0,0,1,0,0,0
"2543","PAYMENT",13425.85,52551.77,39125.92,0,0,0,0,0,0,1,0
"2544","CASH_IN",265276.07,3794202.06,4059478.13,522845.94,257569.87,0,1,0,0,0,0
"2545","TRANSFER",1236845.42,18240,0,24885,1069004.15,0,0,0,0,0,1
"2546","PAYMENT",6164.59,0,0,0,0,0,0,0,0,1,0
"2547","PAYMENT",25356.56,0,0,0,0,0,0,0,0,1,0
"2548","CASH_OUT",457911.01,20733,0,962744.6,1420655.61,0,0,1,0,0,0
"2549","TRANSFER",1026007.9,0,0,1292323.53,2318331.43,0,0,0,0,0,1
"2550","PAYMENT",6475.27,20663,14187.73,0,0,0,0,0,0,1,0
"2551","CASH_OUT",490738.41,10095,0,4965988.53,5456726.94,0,0,1,0,0,0
"2552","PAYMENT",15747.23,18416.78,2669.55,0,0,0,0,0,0,1,0
"2553","TRANSFER",336085.1,0,0,1316806.63,1652891.73,0,0,0,0,0,1
"2554","CASH_IN",309485.1,10604790.87,10914275.97,3563170.24,3150359.98,0,1,0,0,0,0
"2555","CASH_IN",88011.35,6649710.47,6737721.82,2735281.09,2647269.74,0,1,0,0,0,0
"2556","PAYMENT",6628.92,10830,4201.08,0,0,0,0,0,0,1,0
"2557","CASH_IN",23053.57,8390808.25,8413861.82,169401.8,146348.23,0,1,0,0,0,0
"2558","PAYMENT",28071.9,2005,0,0,0,0,0,0,0,1,0
"2559","TRANSFER",1024803.16,0,0,2048533.07,3073336.23,0,0,0,0,0,1
"2560","CASH_IN",58491.16,4290,62781.16,288591.83,230100.67,0,1,0,0,0,0
"2561","CASH_OUT",217908.77,3163,0,0,217908.77,0,0,1,0,0,0
"2562","CASH_OUT",109714.48,63639,0,46403.84,156118.32,0,0,1,0,0,0
"2563","CASH_OUT",45338.25,192608.06,147269.81,54842.26,180369.69,0,0,1,0,0,0
"2564","PAYMENT",4508.77,76532.97,72024.2,0,0,0,0,0,0,1,0
"2565","PAYMENT",14227.68,250363.47,236135.8,0,0,0,0,0,0,1,0
"2566","PAYMENT",11772.52,1694,0,0,0,0,0,0,0,1,0
"2567","CASH_OUT",169962.29,0,0,1138058.12,1308020.41,0,0,1,0,0,0
"2568","PAYMENT",9190.14,0,0,0,0,0,0,0,0,1,0
"2569","CASH_IN",148033.84,70444,218477.84,0,0,0,1,0,0,0,0
"2570","CASH_IN",253945.96,88169,342114.96,165906.54,0,0,1,0,0,0,0
"2571","PAYMENT",11805.43,0,0,0,0,0,0,0,0,1,0
"2572","PAYMENT",4750.65,324056.2,319305.55,0,0,0,0,0,0,1,0
"2573","CASH_OUT",61387.86,0,0,1808849.12,1870236.99,0,0,1,0,0,0
"2574","CASH_IN",11310.46,205,11515.46,0,0,0,1,0,0,0,0
"2575","CASH_IN",17353.84,9206499.17,9223853.01,20123.79,2769.95,0,1,0,0,0,0
"2576","CASH_OUT",410802.83,0,0,8692488.15,9103290.98,0,0,1,0,0,0
"2577","PAYMENT",29552.4,15764,0,0,0,0,0,0,0,1,0
"2578","CASH_OUT",136913.09,0,0,274689.54,219429.7,0,0,1,0,0,0
"2579","PAYMENT",28459.6,0,0,0,0,0,0,0,0,1,0
"2580","CASH_OUT",229645.81,0,0,300092.83,492785.92,0,0,1,0,0,0
